,negative,neutral,positive,helpfulness,burst,count
A2BYI6WF7WO3CC,0,0.2,0.8,1,1.5,5
A3RPZXQ57DN5J3,0.3333333333,0,0.6666666667,0,1,6
A28PVHE2QD9W6U,0.2,0,0.8,0,4,5
AV6YZONDF9CYT,0,0,1,0,2,12
A3NYBSML3X96Q2,0.4,0,0.6,2.5,0.25,5
AE1Q3JTKAN3N0,0,0,1,3.5892857143,5,6
A7SSKKNPPG2GO,0.6,0.2,0.2,0.5,1.5,5
ADZERBBEQ25QM,0.4285714286,0.1428571429,0.4285714286,3.6111111111,0,7
AKJCZUM9NZ5BL,0,0,1,0.5,1,6
A39J6EH7NIPMVV,0.2,0.2,0.6,0.8,1.5,5
A2AHGLZS5HTJ8R,0.0833333333,0,0.9166666667,3,0.5,12
AS9V6MW7VZLEM,0.2857142857,0,0.7142857143,0.7142857143,0.4,7
A33RAJU0FDA0S3,0.125,0,0.875,2,0.3333333333,8
A1XW6EX2L45QB5,0.1666666667,0,0.8333333333,0,2,6
A1WS3KE34Z71QT,0.4,0,0.6,0,1.5,5
A170L6QC874JNW,0,0.2857142857,0.7142857143,1.6666666667,0.75,7
ASMEVY9S4I4R6,0.2857142857,0.2857142857,0.4285714286,1,0.1666666667,7
A173B0YYFDCV27,0,0,1,1,0.25,5
A2B3G7YAO27QOS,0.2,0,0.8,2,0.25,5
A2EE0HVM2YWW0D,0,0,1,0,1.5,5
A18RHC7GVC96YU,0,0.2,0.8,1,4,5
A2J96FILPQA01,0,0,1,1.5,0.1666666667,7
AK965HW5TQPCL,0.3333333333,0,0.6666666667,0.5,1,6
A1T7REPZYYKF8D,0,0.125,0.875,1.8571428571,3,8
A83V5WVI4XTRF,0.4,0.2,0.4,0,0,5
A2GYN40K31EIMU,0,0,1,2.5,2,6
A2J591OLWPBEMQ,0,0.1428571429,0.8571428571,1.6666666667,0,7
AU3QYOOVUMDMH,0,0,1,1,0.6666666667,5
A1M4QC5BZDMBIZ,0.2,0,0.8,1.8888888889,0,5
A169DNWEKCQ02D,0.6,0.2,0.2,1,0,5
A2DG09EQ9FMDSY,0,0.2,0.8,2,0,5
A1QZJJXKXF6CWC,0.1666666667,0.1666666667,0.6666666667,3.3287878788,0.5,18
A3G7H4SFOOP044,0.2,0.2,0.6,1,0,5
A1HX034QRDZXTL,0.125,0.125,0.75,1,0.3333333333,8
A31KL5WTZNJS8G,0.4,0,0.6,1.0857142857,0,5
A2G0UK7AOXH7CH,0,0.2,0.8,0,0.6666666667,5
A14Z56FQ6D748W,0,0,1,0,2,6
A19ALWR3TVQY3H,0,0,1,1,1,8
A1MYQRCX4M9NHZ,0.1428571429,0.2857142857,0.5714285714,2,0.1666666667,7
A26B7DIBRX4IW1,0,0.5,0.5,0,1,6
A37WWMRMNR2KSA,0.1111111111,0,0.8888888889,3.5,0.2857142857,9
A25MW5J94520WI,0.1666666667,0.1666666667,0.6666666667,0,5,6
A1B6RLZBZLWUOU,0,0,1,5,5,6
A3LTVWLFM988AY,0,0,1,1.5,0.1111111111,10
A18KCPFT2YQOLT,0,0.1818181818,0.8181818182,0,0.8333333333,11
A3MIJL42MWGMJR,0.4,0,0.6,0.6666666667,1.5,5
A21ZZWTBPMHQJ9,0,0.1538461538,0.8461538462,0.9787234043,0.4444444444,13
A2DX0M0RFS6B6P,0,0.2,0.8,0.5,4,5
A5NQ5VDCBTU3N,0.6666666667,0.1666666667,0.1666666667,2.2794117647,0,6
A16PDEE6LUOD7C,0,0,1,1.25,2,6
A181VRKUJCXQV8,0,0,1,0,0.6666666667,5
A1EM76SKLSU56F,0,0,1,0.5,1.5,5
A1UXUFEGZFRGR6,0.4,0,0.6,1.5,1.5,5
AZ89CEOTAJFEP,0,0.1428571429,0.8571428571,1,2.5,7
A32GGNXBQ6FLYN,0,0,1,1,1.5,5
A2BYW2B7T1AR3F,0.1666666667,0.1666666667,0.6666666667,0,0.2,6
A1FFYMYRE14VE5,0.1666666667,0.3333333333,0.5,1,2,6
A194E3955DIJV5,0.1428571429,0,0.8571428571,1.5,0.4,7
A28NCA5VSJ2WYM,0,0,1,0.8387096774,0.5,9
AOCPS215LHES8,0,0.2,0.8,0.5,1.5,5
A13AW0FXHRPH4B,0.2,0.4,0.4,0,0,5
A3VCSOKBX8JM6Y,0,0,1,1,0.25,5
ADOF1VKGDCBWF,0,0.0833333333,0.9166666667,2,0.5,12
A1P0K1U0DNQV73,0,0,1,2,0.6666666667,5
A780TPMKD1J2W,0,0.1666666667,0.8333333333,0,1,6
A2VZDOH5P6071J,0.1111111111,0.1111111111,0.7777777778,1,0.8,9
A1FEE54PAZVEKV,0,0,1,3,0.5833333333,19
AO46YPZ1EAGZ,0,0,1,0,0.6666666667,5
A300P15FA4UNY,0,0,1,1,0.25,5
A12WV3TL2PXS5Q,0,0,1,1,2,21
AWHL379EE14K7,0.3333333333,0,0.6666666667,1.5,0,6
A2I3BWIY35O2SX,0,0,1,1,1.25,9
A348B0ABS7VKT5,0,0,1,0,4,5
A1UHKF1UQ3EGW4,0,0,1,1.5,0.1666666667,7
A32Z16OXV41ZEJ,0,0.2,0.8,0,0.25,5
AVOF2TL7T400U,0,0.3076923077,0.6923076923,3,2.25,13
A2TKPYUXYXT5PN,0.2222222222,0,0.7777777778,4.8333333333,0.125,9
A2PF9SIYUG9IE,0,0,1,0.5,0,6
A2S4TW2PR2FTWO,0,0,1,0,0,5
A2LUDVXQICU8P1,0.1428571429,0,0.8571428571,1,1.3333333333,7
A19VIK36LJM4WH,0.2,0,0.8,1,0.6666666667,5
A2PJFSSU84YB5U,0,0,1,0,0.6666666667,5
AN8Y6UCISXCNU,0.2,0,0.8,2.5,0,5
A212PJW9VIKR3A,0,0.2,0.8,0,4,5
A215ZS0TYS2HR3,0,0.2,0.8,0,1.5,5
A300X2QJA3B8Q,0.2,0,0.8,0,0.25,5
A3NT8E3X4PZ57W,0.1666666667,0.3333333333,0.5,0,0.5,6
AA3QBP7C4YXCW,0.1666666667,0.1666666667,0.6666666667,0,0.5,6
A1K3P2OC2LWNXF,0,0,1,0,0.2,6
A2R51QEGLZMQPO,0,0,1,1,0.6666666667,5
A32IQBO4HTJ0FM,0.1666666667,0.1666666667,0.6666666667,0,0.5,6
A2RVPN8KN3OI0I,0,0,1,1,8,9
A24CFF46MRBKGJ,0,0,1,0,1,6
A3QUIMZLWGUIHT,0,0,1,2.8,0.6666666667,5
A1P70P8K9FSLVP,0.2,0,0.8,2,0.6666666667,5
A33WCZ4GHHWXR5,0.25,0,0.75,1,0.6,8
A8EL45N7HNRL2,0,0,1,0,5,6
A2YZECV0R0OTAG,0,0.2,0.8,0,0.6666666667,5
A2RG8BGT57HCTW,0.2857142857,0.2857142857,0.4285714286,0.5,0.75,7
A2TVJ0YDW3QO63,0.1428571429,0,0.8571428571,1,0,7
A2Y443TX9UXI36,0.1818181818,0,0.8181818182,0,4.5,11
A2QOEIO4EF26UF,0,0,1,2,0.2,6
A1NJHTBH43P47N,0,0,1,1,0.6666666667,5
A7DPZ8XA68QZT,0.1666666667,0,0.8333333333,1.5,5,6
A22O86EOUQ00UD,0.4,0.4,0.2,0,1.5,5
AFTFND8CPQ34M,0,0,1,1.6666666667,0.25,5
A3GVZ1F1HBW2KV,0,0,1,0,2.5,7
A3QVA0HAJUXIPM,0,0.4,0.6,0,0.6666666667,5
A12M88V4YISH3H,0,0,1,1,0.6666666667,5
A1NQVT56QNFXAL,0,0,1,0,0.4,7
AQVVH03GJQFOB,0.2,0,0.8,0,0.6666666667,5
AYC4DY1I0HT18,0.1428571429,0,0.8571428571,0,0.1666666667,7
A1F1A0QQP2XVH5,0.1304347826,0.1739130435,0.6956521739,5.1666666667,0.2105263158,23
A50L19N0HMBG4,0.2,0,0.8,0,0.6666666667,5
A3ETEGPR1O40DC,0,0,1,0,0.25,5
A2VQSNZGVBG55C,0.3333333333,0.1666666667,0.5,0,0.5,6
A1AAWWGOC8ZREP,0.3333333333,0,0.6666666667,1,0,6
AQMS0JMUUWMA7,0.2,0.6,0.2,0.5,1.5,5
A1IY3SCVKC9VEV,0.2,0,0.8,0,0.6666666667,5
A1AMTC6IF7TMAU,0,0,1,0,0.4,7
A2H21NMAY2ZLL5,0.4,0.2,0.4,0.3333333333,1.5,5
A24WU4QLBRX4MF,0,0,1,1,0,5
A3GK4POMLQXBYV,0,0.2222222222,0.7777777778,1,0.8,9
A4IM0ZAMQS34Y,0.25,0.125,0.625,2,1,8
AU4XV3DBTMBYS,0.1666666667,0,0.8333333333,0.9,2,6
A26LD9FQHTM8ZH,0.1111111111,0,0.8888888889,3.4166666667,0.2857142857,9
A1NPPHZRH9K4JG,0.2,0.2,0.6,0,4,5
A15PAFDSAKFKZE,0,0,1,0,1.5,5
AB8O8BIIIGEV7,0.125,0.125,0.75,0.6111111111,0.6,8
A2NVNMLC0AFL08,0.1,0.2,0.7,0.6666666667,0.6666666667,10
A3CW2P1LHMMI8X,0,0,1,0.6666666667,0.25,5
AM9OAI2IN1DIE,0.2,0.2,0.6,0,1.5,5
A1MC7CNY16IMGO,0.3333333333,0.1666666667,0.5,1.25,5,6
A35B7KIYFXSLUH,0.2,0,0.8,1,0.6666666667,5
A3KNC6TMSG33J3,0.1111111111,0.1111111111,0.7777777778,2.8611111111,0.5,9
A3NBJOO0JZZTUL,0.1666666667,0,0.8333333333,0,5,6
A1K05DHIZCLJSE,0,0.2,0.8,0,0,5
ATDVZBHISZH5Q,0.4,0.2,0.4,0,1.5,5
A23D2WSMTTIYXT,0.2857142857,0.2857142857,0.4285714286,0,2.5,7
A132VQ7JC6IN3H,0,0,1,0,0.6666666667,5
A3TWTXNL8WMYJ7,0.2222222222,0.1111111111,0.6666666667,1,1.25,9
AMGM73M3JHWEA,0.2,0,0.8,1.3166666667,0,5
A3MD5XOMKQGB2D,0,0.1818181818,0.8181818182,1.5,0.2222222222,11
A2F7VJZJBNECJ7,0,0,1,1,0,8
A1FD8C6K2WD20,0.2727272727,0,0.7272727273,2.0277777778,0.5714285714,11
A13STK3KJIM7NT,0,0,1,2,1.2,11
A3JOSYW2NG82G4,0,0,1,2,0.5,6
A1P8NYDN32LBFH,0,0,1,3,0.25,10
A3D1KTLS5P6OE,0,0,1,1,0.2,6
A2RG1B0K8YBJ4A,0.2142857143,0.0714285714,0.7142857143,2.6666666667,0.2727272727,14
A32ER2SUDGRF4G,0,0.4,0.6,1,0.6666666667,5
A20HPFVY036IZJ,0.4,0,0.6,3.25,1.1428571429,15
A2A4X545ERLS7H,0.2142857143,0,0.7857142857,1.75,1.3333333333,14
A341EWHAIWT93C,0,0.2,0.8,2,4,5
AMHITW2Q8BFRJ,0.1666666667,0,0.8333333333,1,1,6
A3B4M6OXXX9HYO,0.2857142857,0.1428571429,0.5714285714,1.6666666667,2.5,7
AP8EXADSLHZET,0,0.2,0.8,0.75,4,5
A3NNN5TB2I2Y5N,0,0.2,0.8,1,1.5,5
A1EXLYE8ZP23J0,0.2857142857,0.4285714286,0.2857142857,0,1.3333333333,7
A13AGGPNDMWKU2,0.4,0.4,0.2,1,0,5
A3SO8IS08TELUA,0.125,0.125,0.75,0,0.1428571429,8
AKO9IXHLY1AT,0.2,0,0.8,0,4,5
A1A19CGIZ8IUFI,0.0588235294,0,0.9411764706,0,0.7,17
A2UOEWYQNTH9LN,0.375,0,0.625,0,1.6666666667,8
A2B8NSZCLO2G2E,0.2857142857,0.4285714286,0.2857142857,0,6,7
A2L113YBLKJD5Y,0,0.4,0.6,1,0,5
A2Z5ZHUYMRTWAF,0,0.0909090909,0.9090909091,0,1.2,11
A1W84D6R8QSF8J,0,0.2,0.8,0.5,0.6666666667,5
A2BDQ38RNRXIRQ,0,0,1,3,0,5
A30B063CJ3ZN4A,0,0,1,0.5,4,5
A1OQ494RKVAMJP,0,0.1666666667,0.8333333333,0,5,6
A1QEK4FFJHD1QV,0,0.2,0.8,0,0.6666666667,5
A1DQ2ZJ4V906KR,0.3333333333,0.1666666667,0.5,0,0.5,6
A3I5542BUM7DLC,0.1111111111,0.1111111111,0.7777777778,1,0.8,9
A1179NZQQZIPCP,0.3333333333,0,0.6666666667,1,1.25,9
AG0OKRZ9N2DAR,0.4,0,0.6,0.5,1.5,5
AQG810R29KTKN,0.2,0.2,0.6,1.5,0.25,5
A3DBH15T7N1QC1,0.1666666667,0.1666666667,0.6666666667,0,2,6
A339BQZ2491E6N,0,0.8,0.2,0,1.5,5
A1THAVSTC8T5NJ,0.3333333333,0,0.6666666667,0,1,6
ASF0R1CMSF26F,0.0769230769,0.3076923077,0.6153846154,1.5,0.1818181818,13
A13JGUCXU3L4L9,0.1666666667,0.1666666667,0.6666666667,0,1,6
AWUTPQK28GGQR,0.1428571429,0.1428571429,0.7142857143,0.6666666667,2.5,7
A19RZC8X6FBHPC,0.1666666667,0.1666666667,0.6666666667,1.9166666667,0.2,6
A2Y68Z5SV0IOVE,0.1428571429,0.2857142857,0.5714285714,0.5,0.75,7
A3F2Z9V0N8UV69,0.2,0.2,0.6,0,0.6666666667,5
A2YS6NQ5QRGHVH,0,0,1,0.8333333333,4,5
A19ZU8ZCAP9RPB,0,0,1,2,1.3333333333,7
A2WCU0A6CQ23B4,0,0,1,1.3888888889,0.2,6
AX0HAUT5FM9DH,0,0.1428571429,0.8571428571,0.8333333333,1.3333333333,7
A272ZKZ03T3CD6,0.1428571429,0,0.8571428571,2,2.5,7
AQUSPWR3QJMC1,0.2857142857,0.4285714286,0.2857142857,0,1.3333333333,7
A30I3XZOYF4TZ5,0,0.1666666667,0.8333333333,1.6666666667,0.5,6
A1TE7034MCBWF6,0.1666666667,0,0.8333333333,1,5,6
A12AGWNMK0N5C3,0.4,0.2,0.4,0,0.6666666667,5
A1JKYKL01S18LE,0.1,0.3,0.6,7.6055555556,0.25,10
AS0XMKDE2XBB6,0,0,1,2.0833333333,0.2,6
A1UKA7HUAQAMY,0.4,0.2,0.4,0,0,5
AJPKDAFL8B7MO,0,0.375,0.625,4.5,0.3333333333,16
A37NYZX8X8SRS9,0,0,1,1,1,6
A1TNK6MP89YXY2,0,0.4,0.6,1.6568627451,0,5
A30VMY8WEZFBR8,0.2,0,0.8,1.8,4,5
A140BGX2HI2GKM,0.1111111111,0,0.8888888889,0,0.2857142857,9
A1R0JMNRV7HVQM,0.2857142857,0,0.7142857143,1,0.4,7
A1F5TRFOATKY7G,0.5714285714,0.2857142857,0.1428571429,3,1.3333333333,7
A3OC2WI22UKWBF,0.2857142857,0.1428571429,0.5714285714,0,6,7
A1W7U9FRSMP0W7,0.6,0,0.4,1,0.25,5
A27TQA0XCZUXZY,0,0,1,0,0.6666666667,5
A3122IC8YAX85N,0,0,1,0,1.5,5
A2OZF40DI5GVX1,0,0,1,1,0.25,5
A1YXBYJCCS0R3A,0,0,1,2,0,7
A3QZ4048FYESPF,0,0.2,0.8,0,1.5,5
A2ZOU6MOUNDKY9,0,0.2222222222,0.7777777778,1.4285714286,0.8,9
A1X1KNGE1QRPP1,0,0.2,0.8,3.75,0,5
A89BORLG8QVC1,0.2,0.2,0.6,0.6666666667,0.25,5
AI3F39AYTVJJZ,0,0,1,1.7259259259,0.25,5
ARYULVBCYI3FO,0,0,1,1,0.6666666667,5
A1KPD6VXOHSC8I,0,0,1,2,0,5
A33ODCMYBYASGY,0,0,1,2.6666666667,0.25,5
A1U86FO0I8MK9,0.1666666667,0.1666666667,0.6666666667,0,0.5,6
A33UWJ6W34NO6C,0,0.4,0.6,1.9090909091,0,5
AKUFINRI2DA4I,0.2,0,0.8,0,4,5
A2G922GSWXI0JB,0.1666666667,0.1666666667,0.6666666667,0,2,6
A6AS4AZ5V4VAV,0,0,1,1,4,5
A3PEK9H6RG4AMH,0.1,0.1,0.8,5.0687830688,0.1111111111,10
A1U9M77OKX2IKO,0,0,1,0,1.5,5
AR15ZQGJTJC6J,0.5,0.1666666667,0.3333333333,1,1,6
A21K9D8MHWAHAR,0.5,0.1666666667,0.3333333333,0.5,0,6
A1R18D37CZAEFC,0,0,1,0,4,5
A3NRLK7CW0YLJ8,0.2857142857,0.1428571429,0.5714285714,1,6,7
A36F50F8H2D44Q,0.4,0.2,0.4,0,4,5
A39MW1IQK9HZ8B,0,0,1,1.5,1.3333333333,7
A1E9DPFR2VMOXS,0.2,0.2,0.6,0,0.6666666667,5
A2MJCWXPTWKV1Y,0,0,1,1,0,5
ACUJMHZAHHOI9,0,0,1,4,0.25,5
A2BMA4RASETDR,0.3333333333,0,0.6666666667,1,5,6
ALZT8X7UFLV2Q,0,0,1,0.5,1,8
A8NAPMCV0PV8F,0,0.25,0.75,0,0,8
A107K10JTO8NSH,0.2222222222,0.4444444444,0.3333333333,0,0.8,9
AVT2KZDOJ3GJS,0.5555555556,0.1111111111,0.3333333333,1.8867924528,0,9
A2N12M7RY9FUK2,0,0,1,3,0.1666666667,7
ASJLXOX1VD4DF,0.2307692308,0.3076923077,0.4615384615,4.75,0,13
ARBPM63A4TJ9H,0,0.1176470588,0.8823529412,1,1.8333333333,17
A3D01HLSUFEZQY,0.2,0.4,0.4,2.8783008037,0.25,5
A1WEMA90OIIYX9,0,0.2,0.8,0,0.6666666667,5
A1D6L88MU8KM9U,0.5555555556,0.2222222222,0.2222222222,1.8,0.2857142857,9
A3IUW081KXD3PE,0.0769230769,0,0.9230769231,5.8,0.1818181818,13
A5P2GELSH3DLL,0,0.3333333333,0.6666666667,0,2,6
A1KUKFI8NWFT57,0,0,1,2.5,0.4285714286,10
A3IL1HYJ9P2DYZ,0,0.2,0.8,0,1.5,5
A3EJUTFLCZ6KYH,0,0.2857142857,0.7142857143,0,0.75,7
AEB5O5LHW0TIX,0.3333333333,0,0.6666666667,1,0,6
A3GJC117AXYZI1,0,0.3333333333,0.6666666667,0,5,6
A2P2W4FF8G636D,0.4,0,0.6,0.5,0,5
A2FLPFRGRGY1B8,0,0.1666666667,0.8333333333,3,0.5,6
ABC5PWZE4RQN4,0.2,0,0.8,0.7631578947,1.5,5
A2SCHLMGN1GWRI,0.2,0,0.8,0,0.6666666667,5
A1B4BXPC3NE3H8,0,0,1,0.8888888889,0.25,5
A2K8LKJ5MJYFS5,0,0,1,2.9333333333,0.75,7
A225G2TFM76GYX,0,0.3,0.7,3.4166666667,0.1111111111,10
AGZFZ7OO8U6DI,0.1666666667,0.5,0.3333333333,0,2,6
A2J0781K3X9TDJ,0.2,0,0.8,1,1.5,5
A9JFZ36PBLKTI,0.8333333333,0,0.1666666667,3.71875,0.5,6
A3U4IG4Y6EV2SJ,0.1333333333,0.1333333333,0.7333333333,2.5,1.5,15
A3DBVZ96N8CSY9,0.6666666667,0.1666666667,0.1666666667,1.5,0,6
A2BZ3H2CI1R6WQ,0,0.2857142857,0.7142857143,0,0.75,7
A2PATWWZAXHQYA,0,0.0909090909,0.9090909091,2.5,0,11
A5IOWY2P2KM3I,0,0.4,0.6,0,1.5,5
A2D7LWPOB9ML3M,0.2,0,0.8,3,0,5
A2WZ7W9E46MYMD,0.4,0.2,0.4,0.6666666667,1.5,5
A11DS1II7Z6R3H,0,0.2,0.8,0,0.25,5
AKMQ4GM0YRD89,0.1666666667,0,0.8333333333,2,0.2,6
A1JEE8I76DYW2Q,0,0.1428571429,0.8571428571,0,0.4,7
A2HKCKEV4S9R7B,0.2,0.4,0.4,0.8,1.5,5
A7VOU5ARHQ20F,0.1666666667,0.3333333333,0.5,1.6428571429,0.2,6
A2HQEG20TJOVS,0.2307692308,0.0769230769,0.6923076923,2,1.1666666667,13
A2AIDS3RG8GKWW,0,0.4,0.6,2,0.6666666667,5
A1B9HGK60063C6,0.1428571429,0.1428571429,0.7142857143,2,0.75,7
A2ELB4WI33NTL6,0.25,0.125,0.625,2.5876623377,1,8
A2U7PX2S69840I,0,0,1,2,0.6666666667,5
A37EIKQQP1HMSZ,0.2,0,0.8,0,0.25,5
A1NDBLPVWB3CTF,0,0.2,0.8,2,0,5
A2SJTYASOKHSQ4,0.1428571429,0,0.8571428571,1.3333333333,0.75,7
A2DRURXLBMP77K,0,0.2,0.8,2.8,0.6666666667,5
ACX8NUXWUQ8X3,0,0.1666666667,0.8333333333,0,2,6
A1X2CHT8UXL43Z,0.8,0,0.2,0.2,0,5
A215ZZFPVG5CX5,0.2,0.2,0.6,3,0.25,5
A28Z27JNHJK9Q3,0.2857142857,0,0.7142857143,3,0,7
A3L4ZSF3KXK64A,0,0.2,0.8,1.5,0.25,5
A3RSML09XCUH10,0,0,1,1,1,6
A3KOPMS7MWROQ9,0,0,1,2,0.6666666667,5
A2KYRPDKVBI2R4,0.0588235294,0.0588235294,0.8823529412,2,0.7,17
A3FERRRZFNHLDP,0,0,1,0,0.3333333333,8
A2KNSGDEE8IA7L,0.1428571429,0,0.8571428571,2,2.5,7
A3LNWM9J4BWXRQ,0.3333333333,0.1666666667,0.5,1.5,1,6
AF822FLE06316,0,0,1,0.5,0.6666666667,5
A2D90XLS3UB6H9,0,0,1,2.34375,1.3333333333,7
A5KRMXBFXRK2W,0.2,0,0.8,1,0.6666666667,5
AZNUNL2GIX0AP,0.1111111111,0,0.8888888889,1,0.5,9
A3AF0RA4L2RKS6,0,0,1,0.8823529412,0.5,6
AR9D1EVUWLW6A,0.1428571429,0,0.8571428571,0,2.5,7
A1QPNURE0KKNGQ,0.0909090909,0.3636363636,0.5454545455,0,10,11
A1C0LZQ8HRBIY8,0.5,0,0.5,0,0.2,6
A19LQ2Z6SE4A6V,0.4,0.2,0.4,0,0.25,5
A3NS10XF0C8G6G,0.2,0,0.8,0.75,0,5
A1ON1A739N4IRP,0,0,1,4.1231884058,2,9
A11G0YXE3CSWZE,0.375,0.5,0.125,3,0.3333333333,8
A32JCK7UI5CN5,0,0,1,0,4,5
A33EWM2QPEMPD1,0,0.2,0.8,0,0.25,5
A3IKCA72RWVXHW,0,0,1,2.1190476191,0.3333333333,8
A1RHE0EI5GQM66,0.4285714286,0,0.5714285714,2.7933333333,0,7
A2RXI8OXHRZBXH,0.3333333333,0.1111111111,0.5555555556,1.5,0.8,9
A3LI9A540CWCCE,0,0,1,1,0.25,5
AHH04C0CIZZC2,0.1666666667,0.1666666667,0.6666666667,1,0.5,6
A1MFPAM9TTRTXN,0,0.2,0.8,0,0.25,5
A357LHEEBV7PJ3,0,0.2,0.8,0,1.5,5
ACQGF9PXBB35M,0.1428571429,0.1428571429,0.7142857143,0.6666666667,1.3333333333,7
A2I4XVXWX5DYW4,0.6,0.2,0.2,0,4,5
AIIUF5BYJMGQP,0,0.2,0.8,3,0.25,5
A3K3SGZ8RMOON6,0,0,1,0,2,6
AYKQ204JQF419,0.4,0,0.6,2,1.5,5
A4C14F8ZVVWJI,0,0,1,0,1,6
A1LES4J4GZAEZO,0,0,1,1,0.4,7
A3BKIBOI2B74PT,0,0,1,1.5,0.25,5
A3UG91J4KV308L,0.4,0,0.6,2.5,0.6666666667,5
A3AJ3H6YUDAITQ,0.4,0.2,0.4,1.5,0,5
A3KFL3XX962CKI,0,0,1,2,0,5
A2YXBEWP1NH15B,0.2,0,0.8,1,0,5
A2SHWJQ1YSE9PA,0.6,0,0.4,0,0.25,5
AQIP2Q5JORD8R,0,0,1,1,1.1666666667,13
ALGN1H5HMQCC5,0,0,1,1,1.5,5
A18K4L5UHTRR0S,0.2,0,0.8,0,0.25,5
ARXYNHFIXEYO2,0,0.2,0.8,1.6,4,5
A1FUQ3GYPC888Y,0.1666666667,0.1666666667,0.6666666667,1.6,1,6
A105K765Z5SX1A,0,0.4,0.6,0,4,5
A1L12CXOTSBVLF,0,0,1,0.75,0,5
A3ARLR1FNRXSTA,0,0,1,0.8333333333,0.2,6
A3SRDVCD2ATIIS,0.1,0.1,0.8,2,0.25,10
A3VPDM6X5UQLR2,0.1666666667,0,0.8333333333,2,0.2,6
A2J8DE8R94ZB02,0.2222222222,0.1111111111,0.6666666667,3.55,0,9
A1B6O7SAIYG2N0,0,0.3333333333,0.6666666667,0,0.2,6
AWD1KUK2ISZA5,0.2,0,0.8,1,4,5
AZGI10MEC78IM,0,0.1666666667,0.8333333333,1.6666666667,1,6
A2ABTTJDTDYY34,0.25,0.125,0.625,2.5,3,8
A3RU203P33GX3W,0.4,0,0.6,1,4,5
A31RBT0JPSD8TQ,0.2,0.2,0.6,0,0.6666666667,5
A1VLV72U8ZJ94M,0,0.3333333333,0.6666666667,3,2,6
A3PAVN9MQCYGF8,0,0,1,0.5,0.5,6
A1UFGLJPU5P4PN,0.2857142857,0.1428571429,0.5714285714,2.6666666667,0.4,7
A1MZONT5PZVCUK,0,0,1,1,0.6666666667,5
ANIRELKAL9FBK,0.2,0.2,0.6,0,1.5,5
A1FJJTVFLZR6NY,0,0,1,1,0.6666666667,5
AHMGKR6LR7P5W,0.6,0,0.4,0,0.6666666667,5
A305KUD8PBCF1U,0,0,1,0,0.6666666667,5
ALNRJZ25N03TL,0,0,1,0,1.5,5
A41M115WPV5IV,0,0,1,0.5,0.5,6
A34VYC7KNWMZTW,0.2857142857,0.1428571429,0.5714285714,2.8,0.1666666667,7
A3P0Q7OY0SV4CO,0.2,0.4,0.4,0.6666666667,4,5
A2Y4LNIRTVQHOH,0,0,1,0,4,5
A1H03AG7H2LG2K,0,0.2,0.8,1.8333333333,1.5,5
A2VGCA4A5201P,0.2,0.2,0.6,0.5714285714,0,5
A2FPRECIF03DMU,0.125,0,0.875,0,0.3333333333,8
A3MSBZ1UOL5WT7,0,0,1,1,0.25,5
A1BCKFYL1DUVN1,0.4,0,0.6,0,0.25,5
A39B0FC5HF5QUU,0,0,1,0,9,10
A1N6Y4F45ZUEDX,0.625,0.125,0.25,1.2631578947,0.6,8
A7CPA5D283EL5,0.25,0.125,0.625,1,1,8
A35HTDQMSRF5I7,0.2,0,0.8,0.8,1.5,5
A32NLVHKGAHF8R,0,0,1,0,1.5,5
A39836MWIHA908,0,0,1,0,0.25,5
ANC2WMFDVK7VF,0.1111111111,0,0.8888888889,2.1666666667,1.25,9
AK8YCITOE8QOE,0,0.1428571429,0.8571428571,4.35,0.75,7
A2I2WMDPTHDJSD,0.1428571429,0,0.8571428571,0.6666666667,1.3333333333,7
AD2BQ8GBVDA1O,0.8,0,0.2,0,4,5
A330H234ZX6R8R,0,0,1,0,1.5,5
ADVWFPVCXFA44,0,0.1111111111,0.8888888889,0,0.5,9
A1RE4CKWZIIZTQ,0.2,0.2,0.6,0,0.4285714286,10
A4QQHEROWKTVL,0,0,1,3.1666666667,0.25,5
A2XTWA9ITTTFLK,0,0.3333333333,0.6666666667,1,0.2,6
A6RH24ZJZN7SM,0.1666666667,0.3333333333,0.5,1.8095238095,1,6
A2HITJWQ2HVEGR,0,0,1,2,0.4,14
A5FFI7XWBNKH9,0.375,0.25,0.375,1,0.1428571429,8
ASAE723AV7MYO,0.25,0.25,0.5,1,3,8
A3NO76UD5883PH,0.4,0.4,0.2,0,1.5,5
AZ0HINOWMIJ2X,0.1428571429,0,0.8571428571,1,2.5,7
A1VYFEJM12ZP11,0,0.0714285714,0.9285714286,5,0.1666666667,14
AR8BPMAREHIJ7,0.6666666667,0,0.3333333333,1,0.2,6
A35ZW9ZG866DY7,0,0,1,0,0.6666666667,5
A28UYOSI2E95U8,0.1666666667,0.1666666667,0.6666666667,0,0.2,6
A3IE8PNBE2LPJE,0.3,0.1,0.6,3.8918918919,0.1111111111,10
A1LZ0LNUC7TTXP,0,0.2,0.8,0,0,5
A2BEUJYD3469OX,0,0,1,0,1.5,5
A2YEH6W07EC515,0.2,0,0.8,0.8947368421,0.25,5
AR38YBU8AFJL2,0.2,0,0.8,0.6428571429,1.5,5
AG6SVMKS7YCNU,0,0,1,2,0.75,7
A1LI5QM2XKY689,0,0,1,0,1,6
A3LAZJZ2Y21HDO,0.2,0,0.8,1,0.25,5
